,Close(t)
73,0.05298022940277021
74,0.045466979173744565
75,0.03975140315497633
76,0.040439952000491386
77,0.03399318070898412
78,0.037194367934596934
79,0.0379577071562137
80,0.04363493321617236
81,0.04218718248899507
82,0.047293137378304526
83,0.044210341726776126
84,0.04173509853472923
85,0.04020141843926489
86,0.0401991906408278
87,0.03861013384135625
88,0.041697066832839205
89,0.04387887714503176
90,0.04332351882036163
91,0.04365768858592245
92,0.040941206648832607
93,0.03908720096380926
94,0.03884516657646736
95,0.03867012527069741
96,0.03959641203514001
97,0.03654687423170791
98,0.037400757546945676
99,0.0337812216005427
100,0.02950734942747968
101,0.03998564024778847
102,0.03789867049763129
103,0.0385049499294345
104,0.037655522211070866
105,0.043573668759152875
106,0.040567573025243664
107,0.039581453959919674
108,0.038776423081837694
109,0.03871293082638115
110,0.039523531200555795
111,0.040527313524916564
112,0.04167606187614682
113,0.03939670581810249
114,0.03857830814939807
115,0.038714681239438845
116,0.03496672862598463
117,0.04100851798732415
118,0.04115157447267613
119,0.041209656360499794
120,0.047623010675450994
121,0.053910176121788014
122,0.052435850941825665
123,0.04859687684937107
124,0.054779017512246134
125,0.05181079435176715
126,0.05445455458273256
127,0.05328177783407388
128,0.0646117241711834
129,0.06461649802497711
130,0.06302171260095309
131,0.06610307609634335
132,0.06620300876909203
133,0.06271570857277527
134,0.061826976124843266
135,0.06329780047869023
136,0.06237708321034029
137,0.05800152795147091
138,0.058516467647354145
139,0.05696782947666944
140,0.06120971682931449
141,0.06602176145339024
142,0.07374537950625938
143,0.07234536731701936
144,0.07576137796334985
145,0.07319686370536028
146,0.07364608334734989
147,0.07277819672765053
148,0.07218051023267603
149,0.07055278521747531
150,0.07742156518434794
151,0.07977857593077022
152,0.08046919344626256
153,0.08182035319834678
154,0.08597281035658937
155,0.0811699951831815
156,0.0869543146965794
157,0.08871952670103946
158,0.08712251347857834
159,0.08898733989886749
160,0.08195656715992776
161,0.08206588841180408
162,0.07879006993854935
163,0.08608324550768422
164,0.07684313323300813
165,0.07697584636847372
166,0.07823932633921317
167,0.07788622028693727
168,0.08240419551731946
169,0.07794589345935883
170,0.07258406000670568
171,0.06409010107998893
172,0.06465946270912067
173,0.06261577590002658
174,0.0599489420423915
175,0.06004219131982895
176,0.06611867068540288
177,0.06365695341243822
178,0.06352853674538698
179,0.06839595807346992
180,0.06961599597468647
181,0.06576031339395384
182,0.05209563429479279
183,0.050403939638756126
184,0.049855105580937434
185,0.05050323579766562
186,0.0
187,0.012819547849211785
188,0.006402692708145211
189,0.009431066426425133
190,0.004162959636588803
191,0.00863637889822956
192,0.009945369608469215
193,0.022197624498526566
194,0.022900494905422814
195,0.02258096495816274
196,0.0166371987280544
197,0.027038948759203804
198,0.03145460438994048
199,0.030373803891040926
200,0.03133414414587879
201,0.02528535313230848
202,0.023333006059134367
203,0.01768903784727202
204,0.025881130085765466
205,0.02613605387835044
206,0.02986618410430808
207,0.03225502054268853
208,0.03127112927580161
209,0.0332013574930648
210,0.031893321553583875
211,0.04075407158011855
212,0.0386403682487165
213,0.04126216875223078
214,0.04000489479142316
215,0.03330829181804425
216,0.0335686259782621
217,0.03398777034135124
218,0.03292924782682241
219,0.03340838361925269
220,0.029474409836302964
221,0.03713262609219807
222,0.03592786452312144
223,0.039428372381600865
224,0.03744897347026231
225,0.03279064693834456
226,0.03299289921073875
227,0.03748127654759986
228,0.04326225436334216
229,0.04359260504586798
230,0.04406839914064267
231,0.04661700055265314
232,0.0478873230471636
233,0.04727865668846355
234,0.06396248005523668
235,0.06142533589233114
236,0.06469956308098797
237,0.0670015153803226
238,0.06580518761961486
239,0.06539113536723905
240,0.06775896684892711
241,0.06975586989084266
242,0.08322975396671446
243,0.08024593621717598
244,0.07615919911282702
245,0.06293339630576918
246,0.060412164988842706
247,0.06435250391018406
248,0.07226437093098582
249,0.07991669943386866
250,0.07234107084860501
251,0.0733636303312211
252,0.07819445211355215
253,0.07903035391283357
254,0.07970728638078388
255,0.07548194838795709
256,0.0683512429762687
257,0.07004436978844349
258,0.07020365737669414
259,0.06280354748257981
260,0.06573596673960584
261,0.06480347396523138
262,0.07053639498611684
263,0.07646027015875133
264,0.07411583056065253
265,0.07845590017298855
266,0.07450044404796706
267,0.08700873662982787
268,0.07558999661215508
269,0.07795607768078545
270,0.07994104608821669
271,0.07721931291195376
272,0.07796260194763686
273,0.07923435659828544
274,0.07979051056525453
275,0.0796757789457453
276,0.08147918178055517
277,0.0718207207850889
278,0.07469903636578605
279,0.07485227707256466
280,0.07280063384048104
281,0.07411185234915775
282,0.07565714882218684
283,0.07469171645663568
284,0.07346865511468308
285,0.07228171593310302
286,0.07303025620795926
287,0.07206705164084516
288,0.07832843827669607
289,0.0774479805086732
290,0.07214486545768288
291,0.07132296696286307
292,0.06994236844571754
293,0.06752377498535621
294,0.06921053665913936
295,0.07041163827364079
296,0.06960628913863924
297,0.07110878005598457
298,0.06879234706680896
299,0.06831177911824056
300,0.06957939642893458
301,0.06853996932958066
302,0.07280047471202124
303,0.07151010203157714
304,0.0743357460920835
305,0.07115635946546205
306,0.07198557786943223
307,0.07111212175364019
308,0.072181305874975
309,0.07123465066767916
310,0.07144104028002789
311,0.07053607672919725
312,0.06949696788676292
313,0.06981029182409114
314,0.07013029915673054
315,0.07074628542458099
316,0.0699605090901337
317,0.07357081558586882
318,0.07564330464618503
319,0.0770143554557431
320,0.07598463519243644
321,0.07855917454339283
322,0.08234961445561119
323,0.09997929738738119
324,0.09794818172661061
325,0.1010207931567124
326,0.10100376641151478
327,0.10469109108178869
328,0.11213416566004654
329,0.10049073625714904
330,0.1028354941121674
331,0.10240552901381249
332,0.11119658077495877
333,0.11148396677334106
334,0.1087071751499905
335,0.11140694859880228
336,0.11013821738888972
337,0.11349423660587905
338,0.10547018402092474
339,0.10826638931636982
340,0.1117933124991745
341,0.1114414794745769
342,0.11289193538557064
343,0.11388155527701001
344,0.11987799302730913
345,0.1145110674639427
346,0.11137750983374099
347,0.11287411299807405
348,0.10779170912081366
349,0.1098912500192943
350,0.10962916544601876
351,0.11120931105174202
352,0.10442836999467396
353,0.10664105122806593
354,0.10456140138705915
355,0.10760584707977792
356,0.10664805288029673
357,0.11058616400320102
358,0.10969456724299283
359,0.11402397524852285
360,0.1055389275155544
361,0.0855543025073394
362,0.0904382731952406
363,0.08599397444174155
364,0.08741690112919144
365,0.08933646773964866
366,0.08536239358483162
367,0.08679884619136376
368,0.08865460228944479
369,0.08948047899575938
370,0.09028360033232387
371,0.08852427608087608
372,0.09387703921132116
373,0.09567009869624461
374,0.09839740136860022
375,0.09819308042622875
376,0.09804922829857783
377,0.10039557743819409
378,0.09785811501836901
379,0.08990885280951637
380,0.09163682875438538
381,0.08709514338349432
382,0.09484485850376918
383,0.09418590755177524
384,0.09487000080041615
385,0.09553038390854822
386,0.09431225554884919
387,0.0966280520241856
388,0.09560994813844366
389,0.09305800502877758
390,0.09230246310169056
391,0.0918697928195192
392,0.09381434259816356
393,0.09580090229019271
394,0.09275597921209451
395,0.09379190548533305
396,0.09794038443208088
397,0.10002528551226074
398,0.10391311204187116
399,0.1051033929211068
400,0.10766170116916453
401,0.10589537526548594
402,0.10585988961895255
403,0.10721041285719764
404,0.1042970890153465
405,0.1048911155557458
406,0.10719609129581646
407,0.11107723443011562
408,0.11354420294225341
409,0.12780274945335396
410,0.13055248923854007
411,0.1298674412191404
412,0.13281227249603011
413,0.1314267409966311
414,0.13179957897792105
415,0.14106308313618643
416,0.1351242498883316
417,0.13815532879042797
418,0.13978591811790497
419,0.1435192309130584
420,0.143028001357684
421,0.1396493858994044
422,0.14722405971390928
423,0.1490979564564065
424,0.17240136462201977
425,0.17227740355184268
426,0.16007829756735548
427,0.17040350680934546
428,0.16810441882228705
429,0.167562745545159
430,0.17385723090064636
431,0.18338552481600373
432,0.18388709772126455
433,0.17981293176523905
434,0.1780268739325464
435,0.19003789007756078
436,0.20536100598466223
437,0.20724365479244794
438,0.20761537887451942
439,0.22118314874166783
440,0.22210100169774155
441,0.21753735659939938
442,0.2166919070925305
443,0.22938351566007043
444,0.22241416650660994
445,0.19717114154460585
446,0.19699228115580092
447,0.20612052612324405
448,0.2134937433076537
449,0.23798218111332953
450,0.222907942117341
451,0.229819050254518
452,0.23343588101710455
453,0.2211813983286101
454,0.22887398633182005
455,0.23249256750746433
456,0.2292759448212518
457,0.21569337600734279
458,0.21917287890912984
459,0.21464615161345912
460,0.2111128632922628
461,0.22334236281257008
462,0.229310793953946
463,0.23083253941492604
464,0.2332864593933609
465,0.26386919895210725
466,0.2872641059821003
467,0.2921550783222322
468,0.30365895206589316
469,0.29770245555900154
470,0.2858814387949774
471,0.30333608042097754
472,0.2939678697361698
473,0.3019110850635503
474,0.3177055394685523
475,0.34601178728153054
476,0.34277845610703994
477,0.35546131260929137
478,0.3602378715868338
479,0.38417333799473635
480,0.3848844830815417
481,0.3910185669495599
482,0.4365730667761894
483,0.45017250320683627
484,0.4338863418610805
485,0.46520998352861304
486,0.5101504066289096
487,0.5527210887060007
488,0.5708348404124546
489,0.5628594811361962
490,0.5323964061792126
491,0.487630228742387
492,0.46612306263089304
493,0.519656581688356
494,0.5473805784669594
495,0.5090613314501009
496,0.49745163728067926
497,0.4949719384917582
498,0.5079732110420511
499,0.4953092908265147
500,0.4890868906633126
501,0.4155690648545542
502,0.4490874062395223
503,0.4347680726567817
504,0.4377779874737259
505,0.43742870050448496
506,0.44093684652903425
507,0.4076296686102086
508,0.4556659358957364
509,0.4695037467591499
510,0.46982996010172123
511,0.4513131360066171
512,0.45799462177631584
513,0.4891514968179877
514,0.5233394507617558
515,0.5125890502752046
516,0.5346397992053442
517,0.5487527431757361
518,0.5423829900587677
519,0.6633535590910008
520,0.6640094866022588
521,0.6378720005677703
522,0.6889555778582931
523,0.6778296342066354
524,0.6756112243486911
525,0.6984237212158495
526,0.6877043507789575
527,0.707060100114079
528,0.7547458074026877
529,0.7455971939923912
530,0.8153654759030976
531,0.8139859912851707
532,0.8389694777292558
533,0.7854015869244779
534,0.7027964121624427
535,0.7150816066436767
536,0.6735067504679569
537,0.6611545629051508
538,0.6578049088265532
539,0.6428584499837767
540,0.7133418551927831
541,0.6951673164146893
542,0.7257705835447487
543,0.6941361639952445
544,0.7002594271279969
545,0.7024496712485584
546,0.7356607355776703
547,0.7584823027670369
548,0.7980790330590964
549,0.8144724469867514
550,0.8446517958999278
551,0.8358441947789632
552,0.8991197172732828
553,0.8636294560145862
554,0.809676792594034
555,0.8304841117393679
556,0.8623863444866999
557,0.8423522305274901
558,0.8485439188979526
559,0.8494429946957709
560,0.8378197746072669
561,0.785536209601461
562,0.7898396796680451
563,0.7566063373545624
564,0.7409110199800101
565,0.7998647726348695
566,0.8125632237261805
567,0.8121985012963399
568,0.8419962601629378
569,0.8597632709555074
570,0.8599714109809138
571,0.8597608840286105
572,0.8635377980217467
573,0.8333557439247538
574,0.8508592379879096
575,0.8669117987546924
576,0.8480805368230415
577,0.8155895287744832
578,0.8490714297421592
579,0.8499270634704547
580,0.8762851015502134
581,0.8803869558582424
582,0.8775382381710665
583,0.9370288902492603
584,0.9269940904463885
585,0.9303906874206247
586,0.9016221714319539
587,0.8803860010874838
588,0.8175288273139545
589,0.8094823376161696
590,0.8218334112797571
591,0.7802919720805933
592,0.7471074822042664
593,0.7376872365131071
594,0.7212935043285327
595,0.7049277787528815
596,0.7832251869799184
597,0.7994868425428663
598,0.7971877545558078
599,0.7764537936304378
600,0.8421000119187215
601,0.8445216288198188
602,0.8253305774405809
603,0.8346316359153569
604,0.7717518659005372
605,0.8391340165566795
606,0.8222278907315786
607,0.8367965786108116
608,0.8618449894664915
609,0.8517809100270183
610,0.813226312018129
611,0.8266051964035057
612,0.7133905485014792
613,0.7151750150495739
614,0.7178065223891354
615,0.6687971845719866
616,0.6630028399656217
617,0.6174427706428995
618,0.6065639534892971
619,0.5080094923308833
620,0.5686558944125383
621,0.5163140883904489
622,0.5198397385455753
623,0.47558643213465573
624,0.5412756151070831
625,0.5340699601908331
626,0.548349511658626
627,0.537261122323479
628,0.4918078281972766
629,0.47495532866312523
630,0.4915026198113977
631,0.5168290280863321
632,0.5080774401832141
633,0.5220263227115616
634,0.5487186896853409
635,0.5102196275089186
636,0.4890649309358615
637,0.49388795542366276
638,0.45807211733623404
639,0.4552335838704847
640,0.5188192477329364
641,0.5076995100912108
642,0.5177366968209792
643,0.4896764616068378
644,0.5446808050181478
645,0.5684776705375724
646,0.5628088782859827
647,0.5343584600884339
648,0.5298350744904188
649,0.49404231002966
650,0.48881637228166813
651,0.49049740533089886
652,0.42712226842075024
653,0.4412847013421371
654,0.4596322127560237
655,0.47547567872664126
656,0.4265186941727635
657,0.43745861665492564
658,0.47616104500296047
659,0.4729706785126135
660,0.49563120770067176
661,0.48162997190905293
662,0.45710143373150985
663,0.46141349673492266
664,0.47560775534826777
665,0.48558861060327035
666,0.4600096654626477
667,0.46849582709483467
668,0.4627613147893513
669,0.44695031102453103
670,0.462114775857221
671,0.45722905475626213
672,0.4692564611326349
673,0.45043251911013454
674,0.4446755696918206
675,0.4461701041861765
676,0.4312664508990837
677,0.42357290812511506
678,0.4253821987129372
679,0.4296842366233831
680,0.41467237598363266
681,0.3980001689944243
682,0.4353014712540006
683,0.4376583228719631
684,0.4594008399754878
685,0.46887757626987286
686,0.4870287231643777
687,0.516426592211521
688,0.5518205807520442
689,0.5607437091348169
690,0.5608999732823315
691,0.5957546754726234
692,0.5837382489599761
693,0.5582565313082857
694,0.5471286781151106
695,0.5321034506847376
696,0.5564190749830805
697,0.5747361928611471
698,0.6056553299838913
699,0.6339114523320354
700,0.6209679434126465
701,0.6603043395444882
702,0.6496473474638343
703,0.6485673426072338
704,0.6304739593436332
705,0.6846958681181514
706,0.6734171611450946
707,0.6721804147556
708,0.6549978827958424
709,0.635562091845446
710,0.6357092856707526
711,0.6684564905395742
712,0.7092051517520599
713,0.7014961735174915
714,0.7082589739301434
715,0.7122472105178819
716,0.6835316843063215
717,0.7037933519630324
718,0.669746385834639
719,0.7052466721863024
720,0.702828078725941
721,0.7006547022221175
722,0.6724776667184893
723,0.6744766384303822
724,0.7014110397915034
725,0.7086704801271626
726,0.7202540772291788
727,0.7188801621073444
728,0.7484594375986495
729,0.7625327585825535
730,0.669926678379582
731,0.6571629846197569
732,0.6627577821375438
733,0.6380443366897237
734,0.6433425187584605
735,0.6569153807363223
736,0.639876382647296
737,0.6734719013352627
738,0.689686136617193
739,0.6839484417425138
740,0.6769079621675268
741,0.6925350134328289
742,0.6761727886832931
743,0.6088565172095041
744,0.5722490150346159
745,0.6167079154155853
746,0.6375265326815642
747,0.6052266379132147
748,0.6028888817104272
749,0.6108201624033234
750,0.5944727366005482
751,0.5767081127348754
752,0.5845593518124969
753,0.6211089312280212
754,0.6899697035325403
755,0.6820557678417613
756,0.6909779414537752
757,0.7070645557109532
758,0.7429782578011533
759,0.8045049585223711
760,0.7805305056418198
761,0.7830767201269334
762,0.7987631263077374
763,0.7946135334617711
764,0.8391696613316728
765,0.8154886413309756
766,0.8374771710333371
767,0.8372311584345005
768,0.906040532246507
769,0.893679910875332
770,0.9039578589647641
771,0.9113807242286286
772,0.9476425993888511
773,0.9754509342511437
774,0.9149199003028372
775,0.8906359425679926
776,0.9000378884862761
777,0.8933180527577677
778,0.9287117230413713
779,0.8846603506459261
780,0.8542765216619184
781,0.8888498847353
782,0.9156819664967757
783,0.9091094837220336
784,0.9004118403667846
